# ----------------------------------------
# data.gov.uk
# Directory page views-Free-form 1
# 20250802-20260802
# ----------------------------------------

Page title,Page location,Views
inspire index polygons spatial data - data.gov.uk,https://www.data.gov.uk/dataset/811bcf4c-fbbf-4597-aa9c-3d5bd3bfd455/inspire-index-polygons-spatial-data,87
overland flow pathways - data.gov.uk,https://www.data.gov.uk/dataset/c9dd994d-[date]-96d4-cdc0f1a53152/overland-flow-pathways,86
page not found - data.gov.uk,https://www.data.gov.uk/dataset/mot-active-vts,86
real-time rainfall data - data.gov.uk,https://www.data.gov.uk/dataset/e70328b3-1a75-458e-8402-9ab3ce15aae1/real-time-rainfall-data,86
risk of flooding from surface water - national data library,https://www.data.gov.uk/dataset/0d6fa1f4-0c82-4c91-8667-a549e8e3ca2d/risk-of-flooding-from-surface-water3,86
ros - cadastral parcels download service - data.gov.uk,https://www.data.gov.uk/dataset/b6c24c13-03c0-428a-b579-36e5b0029b0a/ros-cadastral-parcels-download-service,86
gb driving licence data - data.gov.uk,https://www.data.gov.uk/dataset/d0be1ed2-9907-4ec4-b552-c048f6aec16a/driving-licence-data,85
organogram of staff roles & salaries - data.gov.uk,https://www.data.gov.uk/dataset/45526f3f-5ddb-4cf8-881d-fc[date]6b/organogram-department-for-levelling-up-housing-and-communities,85
data zone boundaries 2022 - data.gov.uk,https://www.data.gov.uk/dataset/afe1aca6-bea2-[date]-eecf98ab41a4/data-zone-boundaries-2022,84
desnz: heat networks planning database - data.gov.uk,https://www.data.gov.uk/dataset/065d267f-23bc-4d0e-9a56-52d388d5835c/desnz-heat-networks-planning-database,84
highways england network journey time and traffic flow data - data.gov.uk,https://www.data.gov.uk/dataset/9562c512-4a0b-45ee-b6ad-afc0f99b841f/highways-england-network-journey-time-and-traffic-flow-data,84
uk gridded population at 1 km resolution for 2021 based on census 2021/2022 and land cover map 2021 - data.gov.uk,https://www.data.gov.uk/dataset/076cef76-337c-4e5f-8123-ef660e53a836/uk-gridded-population-at-1-km-resolution-for-2021-based-on-census-[date]-and-land-cover-2021,83
hs2 ecological survey data - data.gov.uk,https://www.data.gov.uk/dataset/1800a83a-1fc4-49e1-bac3-d970caf4451b/phase-one-ecological-survey-data,82
land cover map 2024 (uk land cover statistics) - data.gov.uk,https://www.data.gov.uk/dataset/4e39e20e-2be5-4dd1-a205-62aaeb6a86e1/land-cover-map-2024-uk-land-cover-statistics,82
national character areas (england) - national data library,https://www.data.gov.uk/dataset/21104eeb-4a53-4e41-8ada-d2d442e416e0/national-character-areas-england1,82
saltmarsh extent & zonation - data.gov.uk,https://www.data.gov.uk/dataset/0e9982d3-1fef-47de-9af0-4b1398330d88/saltmarsh-extent-zonation,82
countries (december 2021) boundaries uk buc - data.gov.uk,https://www.data.gov.uk/dataset/2e17269d-10b9-4e43-b67b-57f9b02bd0f8/countries-december-2021-boundaries-uk-buc,81
water well archive - national data library,https://www.data.gov.uk/dataset/0aa37e10-4def-41bc-ab9d-75d912966aed/water-well-archive,81
wfd river waterbody catchments cycle 2 - data.gov.uk,https://www.data.gov.uk/dataset/298258ee-c4a0-4505-a3b5-0e6585ecfdb2/wfd-river-waterbody-catchments-cycle-2,81
boat registration - boats registered by year - data.gov.uk,https://www.data.gov.uk/dataset/9baaf5b2-c554-4387-9ea6-23db50bc7174/boat-registration-boats-registered-by-year,80
hospitals - data.gov.uk,https://www.data.gov.uk/dataset/f4420d1c-043a-42bc-afbc-4c0f7d3f1620/hospitals_,80
national character areas (england) - data.gov.uk,https://www.data.gov.uk/dataset/21104eeb-4a53-4e41-8ada-d2d442e416e0/national-character-areas-england1,80
national trip end model (ntem) - national data library,https://www.data.gov.uk/dataset/11bc7aaf-ddf6-4133-a91d-84e6f20a663e/national-trip-end-model-ntem,80
online ons postcode directory (live) - data.gov.uk,https://www.data.gov.uk/dataset/4c[date]71-45af-878c-6094a42df866/online-ons-postcode-directory-live1,80
os open greenspace - data.gov.uk,https://www.data.gov.uk/dataset/4c1fe120-a920-4f6d-bc41-8fd4586bd662/os-open-greenspace1,79
road traffic accidents - data.gov.uk,https://www.data.gov.uk/dataset/6efe5505-941f-45bf-b576-4c1e09b579a1/road-traffic-accidents,79
defra government procurement card spend - transactions over £500 - data.gov.uk,https://www.data.gov.uk/dataset/710cd410-0724-4aac-b891-e48e9ec50d66/defra-gpc-spend-over-500-pounds,78
gp practice list sizes - data.gov.uk,https://www.data.gov.uk/dataset/3d1a6615-5fc9-4f0e-ab2a-d2b0d71fb9ed/gp-practice-list-sizes,78
the government property estate including buildings and land - data.gov.uk,https://www.data.gov.uk/dataset/a3ad62cf-d8a2-4d3b-b3c6-24c35c5e0f71/the-government-property-estate-including-buildings-and-land,78
areas of outstanding natural beauty (england) - national data library,https://www.data.gov.uk/dataset/8e3ae3b9-a827-47f1-b025-f08527a4e84e/areas-of-outstanding-natural-beauty-england1,77
areas with critical drainage problems - data.gov.uk,https://www.data.gov.uk/dataset/d10fb8e5-f3af-48c1-a489-8c975b0165de/areas-with-critical-drainage-problems,77
database of registered common land in england - data.gov.uk,https://www.data.gov.uk/dataset/05c61ecc-efa9-4b7f-8fe6-9911afb44e1a/database-of-registered-common-land-in-england,77
granted european protected species applications - data.gov.uk,https://www.data.gov.uk/dataset/6b517c86-5bc6-425a-b696-5a18c7d6e818/granted-european-protected-species-applications,77
renewable energy planning database (repd) - data.gov.uk,https://www.data.gov.uk/dataset/a5b0ed13-c960-49ce-b1f6-3a6bbe0db1b7/repd,77
association of drainage authorities: administrative boundaries - internal drainage districts in england - data.gov.uk,https://www.data.gov.uk/dataset/59af775e-efc7-458b-bdc3-593651d08aa8/association-of-drainage-authorities-administrative-boundaries-internal-drainage-districts-in-en,76
lidar composite digital terrain model (dtm) - 1m - national data library,https://www.data.gov.uk/dataset/01b3ee39-da3f-47b6-83da-dc98e73a461f/lidar-composite-digital-terrain-model-dtm-1m,76
special protection areas (england) - national data library,https://www.data.gov.uk/dataset/174f4e23-acb6-[date]-1e33c8d0e455/special-protection-areas-england2,76
marine habitats and species open data (england) - data.gov.uk,https://www.data.gov.uk/dataset/bfc23a6d-[date]-95ed-125b091f908a/marine-habitats-and-species-open-data-england,75
assets of community value - data.gov.uk,https://www.data.gov.uk/dataset/889c23c6-e35e-491b-a880-30d[date]0/stockport-council-assets-of-community-value,74
coal mine entry - national data library,https://www.data.gov.uk/dataset/aa8b7478-6c90-4314-95ab-6b69a309955f/coal-mine-entry1,74
lower layer super output area (lsoa) boundaries - data.gov.uk,https://www.data.gov.uk/dataset/fa[date]fb-4a1a-8529-cffdee47d500/lower_layer_super_output_area_lsoa_boundaries,74
pollution inventory - national data library,https://www.data.gov.uk/dataset/cfd94301-a2f2-48a2-9915-e477ca6d8b7e/pollution-inventory,74
road traffic accidents - data.gov.uk,https://www.data.gov.uk/dataset/e6084ada-a037-47a1-b094-f5bd258dd50b/road-traffic-accidents2,74
crow act 2000 - access layer - data.gov.uk,https://www.data.gov.uk/dataset/05fa192a-06ba-4b2b-b98c-5b6bec5ff638/crow-act-2000-access-layer2,73
energy consumption in the uk - data.gov.uk,https://www.data.gov.uk/dataset/26afb14b-be9a-4722-916e-10655d0edc38/energy_consumption_in_the_uk,73
os postcodes data - national data library,https://www.data.gov.uk/dataset/2dfb82b4-741a-4b93-807e-11abb4bb0875/os-postcodes-data1,73
"plant indicator species for jncc common standards habitat monitoring, uk - data.gov.uk",https://www.data.gov.uk/dataset/806d21aa-fe45-40a0-8fc3-4568d3b46acc/plant-indicator-species-for-jncc-common-standards-habitat-monitoring-uk,73
natmap - national soil map - national data library,https://www.data.gov.uk/dataset/ea1442bf-ba77-42cc-80e7-2ea339ccb28a/natmap-national-soil-map1,72
os open roads - national data library,https://www.data.gov.uk/dataset/65bf62c8-eae0-4475-9c16-a2e81afcbdb0/os-open-roads1,72
risk of flooding from surface water - climate change 1 - data.gov.uk,https://www.data.gov.uk/dataset/ca2b02ce-[date]-94ce-592bdbb9c717/risk-of-flooding-from-surface-water-climate-change-1,72
coal mine entry - data.gov.uk,https://www.data.gov.uk/dataset/aa8b7478-6c90-4314-95ab-6b69a309955f/coal-mine-entry1,71
fuel poverty in england: sub-regional - data.gov.uk,https://www.data.gov.uk/dataset/f3009590-2bc9-40d9-8dc3-571e6fddae45/fuel_poverty_sub-regional_statistics,71
local authority boundaries - scotland - data.gov.uk,https://www.data.gov.uk/dataset/8e3a[date]-42ec-8772-03ade11d4acf/local-authority-boundaries-scotland1,71
ros - cadastral parcels download service - national data library,https://www.data.gov.uk/dataset/b6c24c13-03c0-428a-b579-36e5b0029b0a/ros-cadastral-parcels-download-service,71
living england habitat map (phase 4) - national data library,https://www.data.gov.uk/dataset/e207e1b3-72e2-4b6a-8aec-0c7b8bb9998c/living-england-habitat-map-phase-4,70
national forest inventory woodland england 2020 - data.gov.uk,https://www.data.gov.uk/dataset/6e3126bd-fb2c-4cac-b2c4-d521f006b87a/national-forest-inventory-woodland-england-[date],70
scotland habitat and land cover map - 2022 - data.gov.uk,https://www.data.gov.uk/dataset/fb20f816-d3cb-433b-9cd5-0e0b8eea7367/scotland-habitat-and-land-cover-map-2022,70
anonymised mot tests and results - data.gov.uk,https://www.data.gov.uk/dataset/e3939ef8-30c7-4ca8-9c7c-ad9475cc9b2f/anonymised_mot_test,69
english local authority green belt dataset - national data library,https://www.data.gov.uk/dataset/ccb505e0-67a8-4ace-b294-19a3cbff4861/english-local-authority-green-belt-dataset10,69
habitat networks (combined habitats) (england) - data.gov.uk,https://www.data.gov.uk/dataset/0ef2ed26-2f04-4e0f-9493-ffbdbfaeb159/habitat-networks-combined-habitats-england,69
national parks (england) - national data library,https://www.data.gov.uk/dataset/334e1b27-e193-4ef5-b14e-696b58bb7e95/national-parks-england1,69
organogram of staff roles & salaries - national data library,https://www.data.gov.uk/dataset/45526f3f-5ddb-4cf8-881d-fc[date]6b/organogram-department-for-levelling-up-housing-and-communities,69
soilscapes - national data library,https://www.data.gov.uk/dataset/26d61739-e05b-420d-8fd0-d11edffa8b27/soilscapes1,69
groundwater dependent terrestrial ecosystems (england only) - data.gov.uk,https://www.data.gov.uk/dataset/72a149a2-1be7-441f-bc37-94a77f261e27/groundwater-dependent-terrestrial-ecosystems-england-only,68
special areas of conservation (england) - national data library,https://www.data.gov.uk/dataset/a85e64d9-d0f1-[date]-b0e29b81fbc8/special-areas-of-conservation-england2,68
urban rural classification - scotland - data.gov.uk,https://www.data.gov.uk/dataset/f00387c5-7858-4d75-977b-bfdb35300e7f/urban-rural-classification-scotland,68
air quality points - data.gov.uk,https://www.data.gov.uk/dataset/150a9990-a757-4b33-b17c-ddbddcdbeed0/air-quality-points,67
groundwater dependent terrestrial ecosystems (england only) - national data library,https://www.data.gov.uk/dataset/72a149a2-1be7-441f-bc37-94a77f261e27/groundwater-dependent-terrestrial-ecosystems-england-only,66
vertical aerial photography - data.gov.uk,https://www.data.gov.uk/dataset/4921f8a1-d47e-458b-873b-2a489b1c8165/vertical-aerial-photography,66
cctv camera locations - data.gov.uk,https://www.data.gov.uk/dataset/9df311f1-c11b-4bdc-a829-ba090e5ecdfd/cctv-camera-locations5,65
honours lists - data.gov.uk,https://www.data.gov.uk/dataset/539238c1-b469-44fd-824f-5abbb8c11b2f/honours-lists,65
surfzone digital elevation model (dem) - 2m - data.gov.uk,https://www.data.gov.uk/dataset/fe455db0-5ce5-4d63-8b38-d74612eb43d5/surfzone-digital-elevation-model-dem-2m,65
drinking water safeguard zones (surface water) - data.gov.uk,https://www.data.gov.uk/dataset/6ac22521-2e77-4dc8-ba90-6bb55d2ea3b8/drinking-water-safeguard-zones-surface-water,64
food and feed businesses subject to intensified official controls - data.gov.uk,https://www.data.gov.uk/dataset/6ad174b4-a4f6-47f1-92ea-0e0b04566d70/food-and-feed-businesses-subject-to-re-enforced-checks,64
national charge point registry - data.gov.uk,https://www.data.gov.uk/dataset/1ce239a6-d720-4305-ab52-17793fedfac3/national-charge-point-registry,64
organogram of staff roles & salaries - national data library,https://www.data.gov.uk/dataset/736da925-f409-49b8-99c8-6ea7a57641d0/organogram-home-office,64
performance tables in england: - data.gov.uk,https://www.data.gov.uk/dataset/af2e30dd-ca3d-4d2a-84f0-e4174b958243/performance_tables_in_england_-,64
uk greenhouse gas emissions: final - data.gov.uk,https://www.data.gov.uk/dataset/9568363e-57e5-4c33-9e00-31dc528fcc5a/final-uk-greenhouse-gas-emissions-national-statistics,64
water abstraction data sets - national data library,https://www.data.gov.uk/dataset/7619198a-1bbf-4cbc-8014-f6a46edb230e/water-abstraction-data-sets,64
agricultural land classification (alc) grades - post 1988 survey (polygons) - data.gov.uk,https://www.data.gov.uk/dataset/c002ceea-d650-4408-b302-939e9b88eb0b/agricultural-land-classification-alc-grades-post-1988-survey-polygons1,63
organogram of staff roles & salaries - national data library,https://www.data.gov.uk/dataset/61e3828b-d1ad-4c69-b291-347a9d899fb3/organogram-hm-revenue-and-customs,63
care quality commission care directory - data.gov.uk,https://www.data.gov.uk/dataset/c4c5ea9e-[date]-a2db-4518cf01bae4/care-quality-commission-care-directory,62
data zone boundaries 2011 - data.gov.uk,https://www.data.gov.uk/dataset/ab9f1f20-3b7f-4efa-9bd2-239acf63b540/data-zone-boundaries-2011,62
expenditure over 25k - sep-20 - data.gov.uk,https://www.data.gov.uk/dataset/d4beb936-2cb4-4c1a-90c2-38dd22b2f96c/expenditure-over-25k-sep-20,62
fe data library: other statistics and research - data.gov.uk,https://www.data.gov.uk/dataset/f98f86b4-cae2-44a8-8016-a86b89945eb8/fe-data-library-other-statistics-and-research,62
lidar composite digital surface model (dsm) - 1m - data.gov.uk,https://www.data.gov.uk/dataset/cf3f1137-c12b-44a1-a835-e80fe4a60b92/lidar-composite-digital-surface-model-dsm-1m,62
lidar dem data for the uk - data.gov.uk,https://www.data.gov.uk/dataset/[date]-e642-48d4-8941-739c07588b5c/lidar-dem-data-for-the-uk,62
organogram of staff roles & salaries - data.gov.uk,https://www.data.gov.uk/dataset/5a1f3831-86d6-[date]-99e982361ca4/organogram-department-for-education,62
spend over £25000 in maidstone and tunbridge wells nhs trust - data.gov.uk,https://www.data.gov.uk/dataset/69afe24a-4a4b-4969-a006-8aa4594bfa54/financial-transactions-data-maidstone-tunbridge-wells-nhs-trust,62
anonymised mot tests and results - data.gov.uk,https://www.data.gov.uk/dataset/c63fca52-ae4c-4b75-bab5-8b4735e1a4c9/anonymised-mot-tests-and-results,61
contract register - data.gov.uk,https://www.data.gov.uk/dataset/d7acc439-f740-4a8a-8f52-8dfb3cbd75cb/contract_register,61
historic landfill sites - quarterly summary - data.gov.uk,https://www.data.gov.uk/dataset/aa35a23f-f837-4d94-a91d-35b7cc14de38/historic-landfill-sites-quarterly-summary,61
dsit organogram of staff roles & salaries - data.gov.uk,https://www.data.gov.uk/dataset/ef[date]6d-4ef4-a966-bc336f58d128/dsit-organogram-of-staff-roles-salaries,60
environment agency register licence abstracts - data.gov.uk,https://www.data.gov.uk/dataset/f3684ee9-4c81-4ccd-a658-7f8d9dc70706/environment-agency-register-licence-abstracts,60
fco index of geographical names - data.gov.uk,https://www.data.gov.uk/dataset/57129a6a-1738-4ce2-8d40-3274c7c9cb27/fco-index-of-geographical-names,60
list of current byelaws - data.gov.uk,https://www.data.gov.uk/dataset/044a1c93-[date]-a4f2-35e1cb935948/list-of-current-byelaws-cbc,60
national charge point registry - national data library,https://www.data.gov.uk/dataset/1ce239a6-d720-4305-ab52-17793fedfac3/national-charge-point-registry,60
caravan site public register - data.gov.uk,https://www.data.gov.uk/dataset/5fb79f26-4d8c-4a15-89fc-a7897d2999d6/caravan-site-public-register,59
flood map for planning (rivers and sea) - flood zone 3 - national data library,https://www.data.gov.uk/dataset/bed63fc1-dd26-4685-b143-[date]23b3/flood-map-for-planning-rivers-and-sea-flood-zone-3,59
flood warning areas - national data library,https://www.data.gov.uk/dataset/0d901c4a-6e1a-4f9a-9408-73e0c1f49dd3/flood-warning-areas3,59
groundwater flooding susceptibility - national data library,https://www.data.gov.uk/dataset/f0329412-b46a-49b0-9f30-abef8c4b807e/groundwater-flooding-susceptibility,59
